trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
15,08:07:00,08:07:00,39,3,0,0,15.8562
15,08:18:00,08:18:00,55,4,0,0,26.7282
15,08:31:00,08:31:00,9,5,0,0,38.6989
15,08:39:00,08:39:00,71,6,0,0,44.7223
15,08:49:00,08:49:00,28,7,0,0,51.6182
15,09:19:00,09:19:00,1,8,0,0,59.3167
16,08:53:00,08:53:00,10,1,0,0,0.0000
16,09:02:00,09:02:00,2,2,0,0,5.3294
16,09:13:00,09:13:00,39,3,0,0,15.8562
16,09:24:00,09:24:00,55,4,0,0,26.7282
16,09:37:00,09:37:00,9,5,0,0,38.6989
16,09:45:00,09:45:00,71,6,0,0,44.7223
16,09:55:00,09:55:00,28,7,0,0,51.6182
16,10:25:00,10:25:00,1,8,0,0,59.3167
17,10:55:00,10:55:00,10,1,0,0,0.0000
17,11:04:00,11:04:00,2,2,0,0,5.3294
17,11:15:00,11:15:00,39,3,0,0,15.8562
17,11:30:00,11:30:00,55,4,0,0,26.7282
17,11:43:00,11:43:00,9,5,0,0,38.6989
17,11:50:00,11:50:00,71,6,0,0,44.7223
17,12:01:00,12:01:00,28,7,0,0,51.6182
17,12:31:00,12:31:00,1,8,0,0,59.3167
18,12:40:00,12:40:00,10,1,0,0,0.0000
18,12:49:00,12:49:00,2,2,0,0,5.3294
18,12:59:00,12:59:00,39,3,0,0,15.8562
18,13:10:00,13:10:00,55,4,0,0,26.7282
18,13:23:00,13:23:00,9,5,0,0,38.6989
18,13:31:00,13:31:00,71,6,0,0,44.7223
18,13:41:00,13:41:00,28,7,0,0,51.6182
18,14:11:00,14:11:00,1,8,0,0,59.3167
19,14:46:00,14:46:00,10,1,0,0,0.0000
19,14:55:00,14:55:00,2,2,0,0,5.3294
19,15:06:00,15:06:00,39,3,0,0,15.8562
19,15:17:00,15:17:00,55,4,0,0,26.7282
19,15:34:00,15:34:00,9,5,0,0,38.6989
19,15:41:00,15:41:00,71,6,0,0,44.7223
19,15:51:00,15:51:00,28,7,0,0,51.6182
19,16:21:00,16:21:00,1,8,0,0,59.3167
20,15:41:00,15:41:00,10,1,0,0,0.0000
20,15:50:00,15:50:00,2,2,0,0,5.3294
20,16:01:00,16:01:00,39,3,0,0,15.8562
20,16:12:00,16:12:00,55,4,0,0,26.7282
20,16:25:00,16:25:00,9,5,0,0,38.6989
20,16:32:00,16:32:00,71,6,0,0,44.7223
20,16:43:00,16:43:00,28,7,0,0,51.6182
20,17:13:00,17:13:00,1,8,0,0,59.3167
21,16:42:00,16:42:00,10,1,0,0,0.0000
21,16:51:00,16:51:00,2,2,0,0,5.3294
21,17:02:00,17:02:00,39,3,0,0,15.8562
21,17:13:00,17:13:00,55,4,0,0,26.7282
21,17:26:00,17:26:00,9,5,0,0,38.6989
21,17:34:00,17:34:00,71,6,0,0,44.7223
21,17:44:00,17:44:00,28,7,0,0,51.6182
21,18:14:00,18:14:00,1,8,0,0,59.3167
22,17:52:00,17:52:00,10,1,0,0,0.0000
22,18:01:00,18:01:00,2,2,0,0,5.3294
22,18:12:00,18:12:00,39,3,0,0,15.8562
22,18:23:00,18:23:00,55,4,0,0,26.7282
22,18:41:00,18:41:00,9,5,0,0,38.6989
22,18:48:00,18:48:00,71,6,0,0,44.7223
22,18:59:00,18:59:00,28,7,0,0,51.6182
22,19:29:00,19:29:00,1,8,0,0,59.3167
23,19:44:00,19:44:00,10,1,0,0,0.0000
23,19:53:00,19:53:00,2,2,0,0,5.3294
23,20:04:00,20:04:00,39,3,0,0,15.8562
23,20:15:00,20:15:00,55,4,0,0,26.7282
23,20:32:00,20:32:00,9,5,0,0,38.6989
23,20:43:00,20:43:00,71,6,0,0,44.7223
23,20:53:00,20:53:00,28,7,0,0,51.6182
23,21:24:00,21:24:00,1,8,0,0,59.3167
24,21:46:00,21:46:00,10,1,0,0,0.0000
24,21:55:00,21:55:00,2,2,0,0,5.3294
24,22:06:00,22:06:00,39,3,0,0,15.8562
24,22:17:00,22:17:00,55,4,0,0,26.7282
24,22:30:00,22:30:00,9,5,0,0,38.6989
24,22:37:00,22:37:00,71,6,0,0,44.7223
24,22:48:00,22:48:00,28,7,0,0,51.6182
24,23:18:00,23:18:00,1,8,0,0,59.3167
25,24:43:00,24:43:00,10,1,0,0,0.0000
25,24:52:00,24:52:00,2,2,0,0,5.3294
25,25:02:00,25:02:00,39,3,0,0,15.8562
25,25:13:00,25:13:00,55,4,0,0,26.7282
25,25:27:00,25:27:00,9,5,0,0,38.6989
25,25:34:00,25:34:00,71,6,0,0,44.7223
25,25:45:00,25:45:00,28,7,0,0,51.6182
25,26:16:00,26:16:00,1,8,0,0,59.3167
26,05:41:00,05:41:00,1,1,0,0,0.0000
26,06:09:00,06:09:00,28,2,0,0,7.6985
26,06:20:00,06:20:00,71,3,0,0,14.5943
26,06:28:00,06:28:00,9,4,0,0,20.6178
26,06:41:00,06:41:00,55,5,0,0,32.5884
26,06:52:00,06:52:00,39,6,0,0,43.4604
26,07:06:00,07:06:00,2,7,0,0,53.9873
26,07:20:00,07:20:00,10,8,0,0,59.3167
27,06:25:00,06:25:00,1,1,0,0,0.0000
27,06:51:00,06:51:00,28,2,0,0,7.6985
27,07:02:00,07:02:00,71,3,0,0,14.5943
27,07:09:00,07:09:00,9,4,0,0,20.6178
27,07:27:00,07:27:00,55,5,0,0,32.5884
27,07:37:00,07:37:00,39,6,0,0,43.4604
27,07:48:00,07:48:00,2,7,0,0,53.9873
27,08:02:00,08:02:00,10,8,0,0,59.3167
28,09:01:00,09:01:00,1,1,0,0,0.0000
28,09:27:00,09:27:00,28,2,0,0,7.6985
28,09:37:00,09:37:00,71,3,0,0,14.5943
28,09:47:00,09:47:00,9,4,0,0,20.6178
28,10:01:00,10:01:00,55,5,0,0,32.5884
28,10:11:00,10:11:00,39,6,0,0,43.4604
28,10:21:00,10:21:00,2,7,0,0,53.9873
28,10:35:00,10:35:00,10,8,0,0,59.3167
29,11:24:00,11:24:00,1,1,0,0,0.0000
29,11:50:00,11:50:00,28,2,0,0,7.6985
29,12:01:00,12:01:00,71,3,0,0,14.5943
29,12:12:00,12:12:00,9,4,0,0,20.6178
29,12:26:00,12:26:00,55,5,0,0,32.5884
29,12:36:00,12:36:00,39,6,0,0,43.4604
29,12:50:00,12:50:00,2,7,0,0,53.9873
29,13:03:00,13:03:00,10,8,0,0,59.3167
30,13:47:00,13:47:00,1,1,0,0,0.0000
30,14:13:00,14:13:00,28,2,0,0,7.6985
30,14:23:00,14:23:00,71,3,0,0,14.5943
30,14:30:00,14:30:00,9,4,0,0,20.6178
30,14:43:00,14:43:00,55,5,0,0,32.5884
30,14:54:00,14:54:00,39,6,0,0,43.4604
30,15:08:00,15:08:00,2,7,0,0,53.9873
30,15:21:00,15:21:00,10,8,0,0,59.3167
31,15:20:00,15:20:00,1,1,0,0,0.0000
31,15:47:00,15:47:00,28,2,0,0,7.6985
31,15:58:00,15:58:00,71,3,0,0,14.5943
31,16:05:00,16:05:00,9,4,0,0,20.6178
31,16:18:00,16:18:00,55,5,0,0,32.5884
31,16:29:00,16:29:00,39,6,0,0,43.4604
31,16:39:00,16:39:00,2,7,0,0,53.9873
31,16:52:00,16:52:00,10,8,0,0,59.3167
32,16:47:00,16:47:00,1,1,0,0,0.0000
32,17:14:00,17:14:00,28,2,0,0,7.6985
32,17:25:00,17:25:00,71,3,0,0,14.5943
32,17:36:00,17:36:00,9,4,0,0,20.6178
32,17:50:00,17:50:00,55,5,0,0,32.5884
32,18:00:00,18:00:00,39,6,0,0,43.4604
32,18:14:00,18:14:00,2,7,0,0,53.9873
32,18:28:00,18:28:00,10,8,0,0,59.3167
33,17:48:00,17:48:00,1,1,0,0,0.0000
33,18:14:00,18:14:00,28,2,0,0,7.6985
33,18:25:00,18:25:00,71,3,0,0,14.5943
33,18:32:00,18:32:00,9,4,0,0,20.6178
33,18:45:00,18:45:00,55,5,0,0,32.5884
33,18:56:00,18:56:00,39,6,0,0,43.4604
33,19:06:00,19:06:00,2,7,0,0,53.9873
33,19:23:00,19:23:00,10,8,0,0,59.3167
34,19:14:00,19:14:00,1,1,0,0,0.0000
34,19:40:00,19:40:00,28,2,0,0,7.6985
34,19:51:00,19:51:00,71,3,0,0,14.5943
34,19:58:00,19:58:00,9,4,0,0,20.6178
34,20:11:00,20:11:00,55,5,0,0,32.5884
34,20:22:00,20:22:00,39,6,0,0,43.4604
34,20:32:00,20:32:00,2,7,0,0,53.9873
34,20:46:00,20:46:00,10,8,0,0,59.3167
35,20:45:00,20:45:00,1,1,0,0,0.0000
35,21:11:00,21:11:00,28,2,0,0,7.6985
35,21:23:00,21:23:00,71,3,0,0,14.5943
35,21:30:00,21:30:00,9,4,0,0,20.6178
35,21:43:00,21:43:00,55,5,0,0,32.5884
35,21:54:00,21:54:00,39,6,0,0,43.4604
35,22:08:00,22:08:00,2,7,0,0,53.9873
35,22:21:00,22:21:00,10,8,0,0,59.3167
36,22:43:00,22:43:00,1,1,0,0,0.0000
36,23:09:00,23:09:00,28,2,0,0,7.6985
36,23:20:00,23:20:00,71,3,0,0,14.5943
36,23:27:00,23:27:00,9,4,0,0,20.6178
36,23:40:00,23:40:00,55,5,0,0,32.5884
36,23:51:00,23:51:00,39,6,0,0,43.4604
36,24:01:00,24:01:00,2,7,0,0,53.9873
36,24:14:00,24:14:00,10,8,0,0,59.3167
37,24:49:00,24:49:00,1,1,0,0,0.0000
37,25:15:00,25:15:00,28,2,0,0,7.6985
37,25:26:00,25:26:00,71,3,0,0,14.5943
37,25:36:00,25:36:00,9,4,0,0,20.6178
37,25:50:00,25:50:00,55,5,0,0,32.5884
37,26:00:00,26:00:00,39,6,0,0,43.4604
37,26:11:00,26:11:00,2,7,0,0,53.9873
37,26:24:00,26:24:00,10,8,0,0,59.3167
38,05:42:00,05:42:00,1,1,0,0,0.0000
38,06:08:00,06:08:00,28,2,0,0,7.6985
38,06:18:00,06:18:00,71,3,0,0,14.5943
38,06:25:00,06:25:00,9,4,0,0,20.6178
38,06:38:00,06:38:00,55,5,0,0,32.5884
38,06:49:00,06:49:00,39,6,0,0,43.4604
38,07:03:00,07:03:00,2,7,0,0,53.9873
38,07:17:00,07:17:00,10,8,0,0,59.3167
39,09:00:00,09:00:00,1,1,0,0,0.0000
39,09:26:00,09:26:00,28,2,0,0,7.6985
39,09:37:00,09:37:00,71,3,0,0,14.5943
39,09:47:00,09:47:00,9,4,0,0,20.6178
39,10:01:00,10:01:00,55,5,0,0,32.5884
39,10:11:00,10:11:00,39,6,0,0,43.4604
39,10:21:00,10:21:00,2,7,0,0,53.9873
39,10:35:00,10:35:00,10,8,0,0,59.3167
40,10:19:00,10:19:00,1,1,0,0,0.0000
40,10:45:00,10:45:00,28,2,0,0,7.6985
40,10:56:00,10:56:00,71,3,0,0,14.5943
40,11:03:00,11:03:00,9,4,0,0,20.6178
40,11:16:00,11:16:00,55,5,0,0,32.5884
40,11:26:00,11:26:00,39,6,0,0,43.4604
40,11:37:00,11:37:00,2,7,0,0,53.9873
40,11:50:00,11:50:00,10,8,0,0,59.3167
41,12:00:00,12:00:00,1,1,0,0,0.0000
41,12:26:00,12:26:00,28,2,0,0,7.6985
41,12:37:00,12:37:00,71,3,0,0,14.5943
41,12:44:00,12:44:00,9,4,0,0,20.6178
41,12:57:00,12:57:00,55,5,0,0,32.5884
41,13:12:00,13:12:00,39,6,0,0,43.4604
41,13:22:00,13:22:00,2,7,0,0,53.9873
41,13:35:00,13:35:00,10,8,0,0,59.3167
42,13:47:00,13:47:00,1,1,0,0,0.0000
42,14:13:00,14:13:00,28,2,0,0,7.6985
42,14:23:00,14:23:00,71,3,0,0,14.5943
42,14:30:00,14:30:00,9,4,0,0,20.6178
42,14:43:00,14:43:00,55,5,0,0,32.5884
42,14:54:00,14:54:00,39,6,0,0,43.4604
42,15:08:00,15:08:00,2,7,0,0,53.9873
42,15:21:00,15:21:00,10,8,0,0,59.3167
43,14:40:00,14:40:00,1,1,0,0,0.0000
43,15:07:00,15:07:00,28,2,0,0,7.6985
43,15:18:00,15:18:00,71,3,0,0,14.5943
43,15:25:00,15:25:00,9,4,0,0,20.6178
43,15:38:00,15:38:00,55,5,0,0,32.5884
43,15:49:00,15:49:00,39,6,0,0,43.4604
43,16:03:00,16:03:00,2,7,0,0,53.9873
43,16:16:00,16:16:00,10,8,0,0,59.3167
44,16:48:00,16:48:00,1,1,0,0,0.0000
44,17:14:00,17:14:00,28,2,0,0,7.6985
44,17:25:00,17:25:00,71,3,0,0,14.5943
44,17:36:00,17:36:00,9,4,0,0,20.6178
44,17:50:00,17:50:00,55,5,0,0,32.5884
44,18:00:00,18:00:00,39,6,0,0,43.4604
44,18:14:00,18:14:00,2,7,0,0,53.9873
44,18:28:00,18:28:00,10,8,0,0,59.3167
45,17:48:00,17:48:00,1,1,0,0,0.0000
45,18:14:00,18:14:00,28,2,0,0,7.6985
45,18:25:00,18:25:00,71,3,0,0,14.5943
45,18:32:00,18:32:00,9,4,0,0,20.6178
45,18:45:00,18:45:00,55,5,0,0,32.5884
45,18:56:00,18:56:00,39,6,0,0,43.4604
45,19:06:00,19:06:00,2,7,0,0,53.9873
45,19:19:00,19:19:00,10,8,0,0,59.3167
46,19:03:00,19:03:00,1,1,0,0,0.0000
46,19:29:00,19:29:00,28,2,0,0,7.6985
46,19:40:00,19:40:00,71,3,0,0,14.5943
46,19:47:00,19:47:00,9,4,0,0,20.6178
46,20:01:00,20:01:00,55,5,0,0,32.5884
46,20:16:00,20:16:00,39,6,0,0,43.4604
46,20:26:00,20:26:00,2,7,0,0,53.9873
46,20:40:00,20:40:00,10,8,0,0,59.3167
47,19:57:00,19:57:00,1,1,0,0,0.0000
47,20:23:00,20:23:00,28,2,0,0,7.6985
47,20:34:00,20:34:00,71,3,0,0,14.5943
47,20:41:00,20:41:00,9,4,0,0,20.6178
47,20:54:00,20:54:00,55,5,0,0,32.5884
47,21:05:00,21:05:00,39,6,0,0,43.4604
47,21:15:00,21:15:00,2,7,0,0,53.9873
47,21:29:00,21:29:00,10,8,0,0,59.3167
48,21:52:00,21:52:00,1,1,0,0,0.0000
48,22:18:00,22:18:00,28,2,0,0,7.6985
48,22:29:00,22:29:00,71,3,0,0,14.5943
48,22:39:00,22:39:00,9,4,0,0,20.6178
48,22:53:00,22:53:00,55,5,0,0,32.5884
48,23:03:00,23:03:00,39,6,0,0,43.4604
48,23:13:00,23:13:00,2,7,0,0,53.9873
48,23:27:00,23:27:00,10,8,0,0,59.3167
49,23:42:00,23:42:00,1,1,0,0,0.0000
49,24:08:00,24:08:00,28,2,0,0,7.6985
49,24:19:00,24:19:00,71,3,0,0,14.5943
49,24:26:00,24:26:00,9,4,0,0,20.6178
49,24:40:00,24:40:00,55,5,0,0,32.5884
49,24:50:00,24:50:00,39,6,0,0,43.4604
49,25:05:00,25:05:00,2,7,0,0,53.9873
49,25:19:00,25:19:00,10,8,0,0,59.3167
50,05:34:00,05:34:00,67,1,0,0,0.0000
50,05:38:00,05:38:00,39472,2,0,0,1.8025
50,05:47:00,05:47:00,35,3,0,0,5.9223
50,05:53:00,05:53:00,34,4,0,0,9.8085
50,05:58:00,05:58:00,96,5,0,0,12.3152
50,06:01:00,06:01:00,20,6,0,0,14.1206
50,06:07:00,06:07:00,147,7,0,0,17.7104
50,06:11:00,06:11:00,69,8,0,0,19.9059
50,06:15:00,06:15:00,98,9,0,0,21.7928
50,06:18:00,06:18:00,39635,10,0,0,22.9356
50,06:21:00,06:21:00,72,11,0,0,24.7044
50,06:27:00,06:27:00,38081,12,0,0,26.8301
50,06:30:00,06:30:00,89,13,0,0,27.7148
50,06:32:00,06:32:00,150,14,0,0,28.8439
50,06:35:00,06:35:00,153,15,0,0,29.7172
50,06:38:00,06:38:00,152,16,0,0,30.5777
50,06:41:00,06:41:00,14,17,0,0,31.2047
50,06:44:00,06:44:00,50,18,0,0,31.7714
50,06:47:00,06:47:00,19,19,0,0,32.3687
50,06:54:00,06:54:00,106,20,0,0,35.8256
50,07:12:00,07:12:00,63,21,0,0,43.4205
51,06:34:00,06:34:00,67,1,0,0,0.0000
51,06:38:00,06:38:00,39472,2,0,0,1.8025
51,06:47:00,06:47:00,35,3,0,0,5.9223
51,06:53:00,06:53:00,34,4,0,0,9.8085
51,06:58:00,06:58:00,96,5,0,0,12.3152
51,07:01:00,07:01:00,20,6,0,0,14.1206
51,07:07:00,07:07:00,147,7,0,0,17.7104
51,07:11:00,07:11:00,69,8,0,0,19.9059
51,07:15:00,07:15:00,98,9,0,0,21.7928
51,07:18:00,07:18:00,39635,10,0,0,22.9356
51,07:21:00,07:21:00,72,11,0,0,24.7044
51,07:27:00,07:27:00,38081,12,0,0,26.8301
51,07:30:00,07:30:00,89,13,0,0,27.7148
51,07:32:00,07:32:00,150,14,0,0,28.8439
51,07:35:00,07:35:00,153,15,0,0,29.7172
51,07:38:00,07:38:00,152,16,0,0,30.5777
51,07:41:00,07:41:00,14,17,0,0,31.2047
51,07:44:00,07:44:00,50,18,0,0,31.7714
51,07:47:00,07:47:00,19,19,0,0,32.3687
51,07:54:00,07:54:00,106,20,0,0,35.8256
51,08:12:00,08:12:00,63,21,0,0,43.4205
52,07:34:00,07:34:00,67,1,0,0,0.0000
52,07:38:00,07:38:00,39472,2,0,0,1.8025
52,07:47:00,07:47:00,35,3,0,0,5.9223
52,07:53:00,07:53:00,34,4,0,0,9.8085
52,07:58:00,07:58:00,96,5,0,0,12.3152
52,08:01:00,08:01:00,20,6,0,0,14.1206
52,08:07:00,08:07:00,147,7,0,0,17.7104
52,08:11:00,08:11:00,69,8,0,0,19.9059
52,08:15:00,08:15:00,98,9,0,0,21.7928
52,08:18:00,08:18:00,39635,10,0,0,22.9356
52,08:21:00,08:21:00,72,11,0,0,24.7044
52,08:27:00,08:27:00,38081,12,0,0,26.8301
52,08:30:00,08:30:00,89,13,0,0,27.7148
52,08:32:00,08:32:00,150,14,0,0,28.8439
52,08:35:00,08:35:00,153,15,0,0,29.7172
52,08:38:00,08:38:00,152,16,0,0,30.5777
52,08:41:00,08:41:00,14,17,0,0,31.2047
52,08:44:00,08:44:00,50,18,0,0,31.7714
52,08:47:00,08:47:00,19,19,0,0,32.3687
52,08:54:00,08:54:00,106,20,0,0,35.8256
52,09:12:00,09:12:00,63,21,0,0,43.4205
53,07:15:00,07:15:00,34,1,0,0,0.0000
53,07:19:00,07:19:00,96,2,0,0,2.5066
53,07:23:00,07:23:00,20,3,0,0,4.3121
53,07:30:00,07:30:00,147,4,0,0,7.9019
53,07:34:00,07:34:00,69,5,0,0,10.0973
53,07:38:00,07:38:00,98,6,0,0,11.9843
53,07:41:00,07:41:00,39635,7,0,0,13.1271
53,07:45:00,07:45:00,72,8,0,0,14.8958
53,07:51:00,07:51:00,38081,9,0,0,17.0216
53,07:57:00,07:57:00,153,10,0,0,19.8445
53,08:02:00,08:02:00,14,11,0,0,21.3214
53,08:12:00,08:12:00,106,12,0,0,25.9415
53,08:28:00,08:28:00,63,13,0,0,33.5364
54,06:16:00,06:16:00,93,1,0,0,0.0000
54,06:21:00,06:21:00,101,2,0,0,1.3964
54,06:25:00,06:25:00,67,3,0,0,3.6176
54,06:29:00,06:29:00,39472,4,0,0,5.4201
54,06:38:00,06:38:00,35,5,0,0,9.5400
54,06:44:00,06:44:00,34,6,0,0,13.4261
54,06:49:00,06:49:00,96,7,0,0,15.9328
54,06:52:00,06:52:00,20,8,0,0,17.7383
54,06:59:00,06:59:00,147,9,0,0,21.3280
54,07:03:00,07:03:00,69,10,0,0,23.5235
54,07:07:00,07:07:00,98,11,0,0,25.4104
54,07:10:00,07:10:00,39635,12,0,0,26.5532
54,07:13:00,07:13:00,72,13,0,0,28.3220
54,07:20:00,07:20:00,38081,14,0,0,30.4477
54,07:29:00,07:29:00,14,15,0,0,34.7413
54,07:39:00,07:39:00,106,16,0,0,39.3614
54,07:56:00,07:56:00,63,17,0,0,46.9562
55,07:25:00,07:25:00,67,1,0,0,0.0000
55,07:29:00,07:29:00,39472,2,0,0,1.8025
55,07:37:00,07:37:00,35,3,0,0,5.9223
55,07:44:00,07:44:00,34,4,0,0,9.8085
55,07:49:00,07:49:00,96,5,0,0,12.3152
55,07:52:00,07:52:00,20,6,0,0,14.1206
55,07:58:00,07:58:00,147,7,0,0,17.7104
55,08:02:00,08:02:00,69,8,0,0,19.9059
55,08:06:00,08:06:00,98,9,0,0,21.7928
55,08:09:00,08:09:00,39635,10,0,0,22.9356
55,08:12:00,08:12:00,72,11,0,0,24.7044
55,08:18:00,08:18:00,38081,12,0,0,26.8301
55,08:20:00,08:20:00,89,13,0,0,27.7148
55,08:23:00,08:23:00,150,14,0,0,28.8439
55,08:26:00,08:26:00,153,15,0,0,29.7172
55,08:28:00,08:28:00,152,16,0,0,30.5777
55,08:32:00,08:32:00,14,17,0,0,31.2047
55,08:35:00,08:35:00,50,18,0,0,31.7714
55,08:37:00,08:37:00,19,19,0,0,32.3687
55,08:44:00,08:44:00,106,20,0,0,35.8256
55,09:03:00,09:03:00,63,21,0,0,43.4205
56,05:15:00,05:15:00,54,1,0,0,0.0000
56,05:26:00,05:26:00,93,2,0,0,6.6949
56,05:31:00,05:31:00,101,3,0,0,8.0913
56,05:35:00,05:35:00,67,4,0,0,10.3125
56,05:39:00,05:39:00,39472,5,0,0,12.1150
56,05:48:00,05:48:00,35,6,0,0,16.2348
56,05:54:00,05:54:00,34,7,0,0,20.1210
56,05:59:00,05:59:00,96,8,0,0,22.6277
56,06:03:00,06:03:00,20,9,0,0,24.4331
56,06:09:00,06:09:00,147,10,0,0,28.0229
56,06:13:00,06:13:00,69,11,0,0,30.2184
56,06:17:00,06:17:00,98,12,0,0,32.1053
56,06:20:00,06:20:00,39635,13,0,0,33.2481
