"shape_id","shape_pt_lat","shape_pt_lon","shape_pt_sequence"
"89","40.74035","-73.08645","5"
"89","40.76187","-73.01574","6"
"90","40.6996","-73.80853","0"
"90","40.69118","-73.76551","1"
"90","40.66151","-73.70476","2"
"90","40.65605","-73.67607","3"
"90","40.65831","-73.64655","4"
"90","40.65672","-73.60716","5"
"90","40.65745","-73.58232","6"
"90","40.66379","-73.55062","7"
"90","40.66879","-73.52886","8"
"90","40.67298","-73.50896","9"
"90","40.67572","-73.48657","10"
"90","40.67692","-73.46905","11"
"90","40.67785","-73.45474","12"
"90","40.68024","-73.42031","13"
"90","40.68101","-73.39834","14"
"90","40.68826","-73.36921","15"
"90","40.70068","-73.32405","16"
"90","40.72443","-73.25408","17"
"90","40.73583","-73.20932","18"
"90","40.74044","-73.17019","19"
"90","40.74342","-73.13243","20"
"90","40.74035","-73.08645","21"
"90","40.76187","-73.01574","22"
"91","40.70068","-73.32405","0"
"91","40.72443","-73.25408","1"
"91","40.73583","-73.20932","2"
"91","40.74044","-73.17019","3"
"91","40.74342","-73.13243","4"
"91","40.74035","-73.08645","5"
"91","40.76187","-73.01574","6"
"92","40.6996","-73.80853","0"
"92","40.71017","-73.76675","1"
"92","40.71745","-73.73646","2"
"92","40.7222","-73.71665","3"
"92","40.72463","-73.7064","4"
"92","40.73075","-73.68096","5"
"92","40.73516","-73.66252","6"
"92","40.74034","-73.64086","7"
"92","40.7492","-73.60365","8"
"92","40.75345","-73.58586","9"
"92","40.76717","-73.52853","10"
"92","40.74303","-73.48344","11"
"92","40.70068","-73.32405","12"
"92","40.72443","-73.25408","13"
"92","40.73583","-73.20932","14"
"92","40.74044","-73.17019","15"
"92","40.74342","-73.13243","16"
"92","40.74035","-73.08645","17"
"92","40.76187","-73.01574","18"
"93","40.74128","-73.95639","0"
"93","40.74238","-73.94679","1"
"93","40.74584","-73.90297","2"
"93","40.71957","-73.84481","3"
"93","40.70964","-73.83089","4"
"93","40.6996","-73.80853","5"
"93","40.71017","-73.76675","6"
"93","40.71745","-73.73646","7"
"93","40.7222","-73.71665","8"
"93","40.72463","-73.7064","9"
"93","40.73075","-73.68096","10"
"93","40.73516","-73.66252","11"
"93","40.74034","-73.64086","12"
"93","40.7492","-73.60365","13"
"93","40.75345","-73.58586","14"
"93","40.76717","-73.52853","15"
"93","40.74303","-73.48344","16"
"93","40.70068","-73.32405","17"
"93","40.72443","-73.25408","18"
"93","40.73583","-73.20932","19"
"93","40.74044","-73.17019","20"
"93","40.74342","-73.13243","21"
"93","40.74035","-73.08645","22"
"93","40.76187","-73.01574","23"
"94","40.6996","-73.80853","0"
"94","40.67513","-73.76504","1"
"94","40.66847","-73.75175","2"
"94","40.66594","-73.73555","3"
"94","40.66151","-73.70476","4"
"94","40.64924","-73.70183","5"
"94","40.63676","-73.70514","6"
"94","40.63133","-73.71371","7"
"94","40.62217","-73.72618","8"
"94","40.61573","-73.7359","9"
"94","40.61228","-73.74418","10"
"94","40.60913","-73.75054","11"
"95","40.684901","-73.97768","0"
"95","40.67838","-73.94822","1"
"95","40.6758","-73.90281","2"
"95","40.6996","-73.80853","3"
"95","40.67513","-73.76504","4"
"95","40.66847","-73.75175","5"
"95","40.66594","-73.73555","6"
"95","40.66151","-73.70476","7"
"95","40.64924","-73.70183","8"
"95","40.63676","-73.70514","9"
"95","40.63133","-73.71371","10"
"95","40.62217","-73.72618","11"
"95","40.61573","-73.7359","12"
"95","40.61228","-73.74418","13"
"95","40.60913","-73.75054","14"
"96","40.75058","-73.99358","0"
"96","40.74584","-73.90297","1"
"96","40.71957","-73.84481","2"
"96","40.70964","-73.83089","3"
"96","40.6996","-73.80853","4"
"96","40.67513","-73.76504","5"
"96","40.66847","-73.75175","6"
"96","40.66594","-73.73555","7"
"96","40.66151","-73.70476","8"
"96","40.64924","-73.70183","9"
"96","40.63676","-73.70514","10"
"96","40.63133","-73.71371","11"
"96","40.62217","-73.72618","12"
"96","40.61573","-73.7359","13"
"96","40.61228","-73.74418","14"
"96","40.60913","-73.75054","15"
"97","40.75058","-73.99358","0"
"97","40.74584","-73.90297","1"
"97","40.71957","-73.84481","2"
"97","40.70964","-73.83089","3"
"97","40.6996","-73.80853","4"
"97","40.67513","-73.76504","5"
"97","40.66847","-73.75175","6"
"97","40.66594","-73.73555","7"
"97","40.66151","-73.70476","8"
"98","40.684901","-73.97768","0"
"98","40.67838","-73.94822","1"
"98","40.6758","-73.90281","2"
"98","40.6996","-73.80853","3"
"99","40.75058","-73.99358","0"
"99","40.6996","-73.80853","1"
"99","40.70068","-73.32405","2"
"99","40.72443","-73.25408","3"
"99","40.73583","-73.20932","4"
"99","40.74044","-73.17019","5"
"99","40.74342","-73.13243","6"
"99","40.74035","-73.08645","7"
"99","40.76187","-73.01574","8"
"99","40.77373","-72.94396","9"
"99","40.79898","-72.86442","10"
"99","40.82117","-72.70427","11"
"100","40.75058","-73.99358","0"
"100","40.6996","-73.80853","1"
"100","40.65605","-73.67607","2"
"100","40.65831","-73.64655","3"
"100","40.65672","-73.60716","4"
"100","40.65745","-73.58232","5"
"100","40.66379","-73.55062","6"
"100","40.66879","-73.52886","7"
"100","40.67298","-73.50896","8"
"101","40.75058","-73.99358","0"
"101","40.6996","-73.80853","1"
"101","40.65831","-73.64655","2"
"101","40.65672","-73.60716","3"
"101","40.65745","-73.58232","4"
"101","40.66379","-73.55062","5"
"101","40.66879","-73.52886","6"
"101","40.67298","-73.50896","7"
"101","40.67572","-73.48657","8"
"101","40.67692","-73.46905","9"
"101","40.67785","-73.45474","10"
"101","40.68024","-73.42031","11"
"101","40.68101","-73.39834","12"
"101","40.68826","-73.36921","13"
"101","40.70068","-73.32405","14"
"102","40.75058","-73.99358","0"
"102","40.74584","-73.90297","1"
"102","40.71957","-73.84481","2"
"102","40.70964","-73.83089","3"
"102","40.6996","-73.80853","4"
"102","40.69118","-73.76551","5"
"102","40.66151","-73.70476","6"
"102","40.65745","-73.58232","7"
"102","40.67298","-73.50896","8"
"102","40.68024","-73.42031","9"
"102","40.70068","-73.32405","10"
"102","40.73591","-73.44124","11"
"102","40.74535","-73.3996","12"
"102","40.75479","-73.35806","13"
"102","40.76948","-73.29356","14"
"102","40.78083","-73.24361","15"
"102","40.80808","-73.10594","16"
"103","40.75058","-73.99358","0"
"103","40.74584","-73.90297","1"
"103","40.6996","-73.80853","2"
"103","40.74034","-73.64086","3"
"103","40.76717","-73.52853","4"
"103","40.74303","-73.48344","5"
"103","40.73591","-73.44124","6"
"104","40.75058","-73.99358","0"
"104","40.6996","-73.80853","1"
"104","40.73075","-73.68096","2"
"104","40.73516","-73.66252","3"
"104","40.74034","-73.64086","4"
"104","40.75345","-73.58586","5"
"104","40.76717","-73.52853","6"
"104","40.82485","-73.50044","7"
"104","40.83563","-73.45108","8"
"104","40.853","-73.40952","9"
"105","40.684901","-73.97768","0"
"105","40.67838","-73.94822","1"
"105","40.6758","-73.90281","2"
"105","40.6996","-73.80853","3"
"106","40.6996","-73.80853","0"
"106","40.71017","-73.76675","1"
"106","40.71745","-73.73646","2"
"106","40.7222","-73.71665","3"
"106","40.72463","-73.7064","4"
"106","40.73075","-73.68096","5"
"106","40.73516","-73.66252","6"
"106","40.74034","-73.64086","7"
"106","40.7492","-73.60365","8"
"106","40.75345","-73.58586","9"
"106","40.76717","-73.52853","10"
"106","40.74303","-73.48344","11"
"106","40.70068","-73.32405","12"
"106","40.72443","-73.25408","13"
"106","40.73583","-73.20932","14"
"106","40.74044","-73.17019","15"
"106","40.74342","-73.13243","16"
"106","40.74035","-73.08645","17"
"106","40.76187","-73.01574","18"
"106","40.77373","-72.94396","19"
"106","40.79898","-72.86442","20"
"106","40.82117","-72.70427","21"
"107","40.70068","-73.32405","0"
"107","40.72443","-73.25408","1"
"107","40.73583","-73.20932","2"
"107","40.74044","-73.17019","3"
"107","40.74342","-73.13243","4"
"107","40.74035","-73.08645","5"
"107","40.76187","-73.01574","6"
"107","40.77373","-72.94396","7"
"107","40.79898","-72.86442","8"
"107","40.82117","-72.70427","9"
"108","40.6996","-73.80853","0"
"108","40.71017","-73.76675","1"
"108","40.71745","-73.73646","2"
"108","40.7222","-73.71665","3"
"108","40.72463","-73.7064","4"
"108","40.73075","-73.68096","5"
"108","40.73516","-73.66252","6"
"108","40.74034","-73.64086","7"
"108","40.7492","-73.60365","8"
"108","40.75345","-73.58586","9"
"108","40.76717","-73.52853","10"
"108","40.74303","-73.48344","11"
"108","40.70068","-73.32405","12"
"108","40.72443","-73.25408","13"
"108","40.73583","-73.20932","14"
"108","40.74044","-73.17019","15"
"108","40.74342","-73.13243","16"
"108","40.74035","-73.08645","17"
"108","40.76187","-73.01574","18"
"108","40.77373","-72.94396","19"
"108","40.79898","-72.86442","20"
"108","40.82117","-72.70427","21"
"109","40.70068","-73.32405","0"
"109","40.72443","-73.25408","1"
"109","40.73583","-73.20932","2"
"109","40.74044","-73.17019","3"
"109","40.74342","-73.13243","4"
"109","40.74035","-73.08645","5"
"109","40.76187","-73.01574","6"
"110","40.70068","-73.32405","0"
"110","40.72443","-73.25408","1"
"110","40.73583","-73.20932","2"
"110","40.74044","-73.17019","3"
"110","40.74342","-73.13243","4"
"110","40.74035","-73.08645","5"
"110","40.76187","-73.01574","6"
"111","40.6996","-73.80853","0"
"111","40.71017","-73.76675","1"
"111","40.71745","-73.73646","2"
"111","40.7222","-73.71665","3"
"111","40.72463","-73.7064","4"
"111","40.73075","-73.68096","5"
"111","40.73516","-73.66252","6"
"111","40.74034","-73.64086","7"
"111","40.7492","-73.60365","8"
"111","40.75345","-73.58586","9"
"111","40.76717","-73.52853","10"
"111","40.74303","-73.48344","11"
"111","40.70068","-73.32405","12"
"111","40.72443","-73.25408","13"
"111","40.73583","-73.20932","14"
"111","40.74044","-73.17019","15"
"111","40.74342","-73.13243","16"
"111","40.74035","-73.08645","17"
"111","40.76187","-73.01574","18"
"112","40.6996","-73.80853","0"
"112","40.71017","-73.76675","1"
"112","40.71745","-73.73646","2"
"112","40.7222","-73.71665","3"
"112","40.72463","-73.7064","4"
"112","40.73075","-73.68096","5"
"112","40.73516","-73.66252","6"
"112","40.74034","-73.64086","7"
"112","40.7492","-73.60365","8"
"112","40.75345","-73.58586","9"
"112","40.76717","-73.52853","10"
"112","40.74303","-73.48344","11"
"112","40.70068","-73.32405","12"
"112","40.72443","-73.25408","13"
"112","40.73583","-73.20932","14"
"112","40.74044","-73.17019","15"
"112","40.74342","-73.13243","16"
"112","40.74035","-73.08645","17"
"112","40.76187","-73.01574","18"
"113","40.66151","-73.70476","0"
"113","40.64924","-73.70183","1"
"113","40.63676","-73.70514","2"
"113","40.63133","-73.71371","3"
"113","40.62217","-73.72618","4"
"113","40.61573","-73.7359","5"
"113","40.61228","-73.74418","6"
"113","40.60913","-73.75054","7"
